image_id,label,class_name,condition,width,height,filename,relative_path
4987,10,bus stop,closed,960,1280,photo_71_2024-12-07_12-51-07.jpg,dataset_top12\bus stop\closed\photo_71_2024-12-07_12-51-07.jpg
5118,11,no entry,opened,960,1280,photo_70_2024-12-18_13-00-25.jpg,dataset_top12\no entry\opened\photo_70_2024-12-18_13-00-25.jpg
2909,2,tow truck,opened,580,600,photo_72_2024-12-19_02-03-02.jpg,dataset_top12\tow truck\opened\photo_72_2024-12-19_02-03-02.jpg
4744,9,straight,opened,117,128,photo_44_2024-04-25_12-41-12.jpg,dataset_top12\straight\opened\photo_44_2024-04-25_12-41-12.jpg
3822,5,maximum speed limit_40,opened,573,603,photo_85_2024-12-19_02-03-02.jpg,dataset_top12\maximum speed limit_40\opened\photo_85_2024-12-19_02-03-02.jpg
2419,1,give way,closed,1010,1212,IMG_20241029_174023_1.jpg,dataset_top12\give way\closed\IMG_20241029_174023_1.jpg
1704,0,pedestrian crossing,closed,960,1280,photo_56_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_56_2024-10-29_09-53-51.jpg
2186,1,give way,opened,960,1280,photo_20_2024-12-18_13-07-03.jpg,dataset_top12\give way\opened\photo_20_2024-12-18_13-07-03.jpg
4575,8,right,opened,572,570,photo_64_2024-12-09_12-49-48.jpg,dataset_top12\right\opened\photo_64_2024-12-09_12-49-48.jpg
3277,3,no stopping,closed,1280,1213,photo_39_2024-12-06_22-25-22.jpg,dataset_top12\no stopping\closed\photo_39_2024-12-06_22-25-22.jpg
1452,0,pedestrian crossing,closed,960,1280,photo_5278624148517676322_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676322_y.jpg
1081,0,pedestrian crossing,closed,960,1280,photo_18_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_18_2024-12-07_12-48-36.jpg
1024,0,pedestrian crossing,closed,960,1280,photo_11_2024-12-06_22-24-57.jpg,dataset_top12\pedestrian crossing\closed\photo_11_2024-12-06_22-24-57.jpg
5004,10,bus stop,closed,532,653,photo_84_2024-12-07_12-46-04.jpg,dataset_top12\bus stop\closed\photo_84_2024-12-07_12-46-04.jpg
2083,0,pedestrian crossing,closed,960,1280,photo_92_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_92_2024-10-29_09-54-21.jpg
351,0,pedestrian crossing,opened,960,1280,photo_3_2024-12-09_12-49-47.jpg,dataset_top12\pedestrian crossing\opened\photo_3_2024-12-09_12-49-47.jpg
4063,6,left,opened,110,132,photo_38_2024-04-25_12-41-12_9.jpg,dataset_top12\left\opened\photo_38_2024-04-25_12-41-12_9.jpg
67,0,pedestrian crossing,opened,960,1280,photo_15_2024-12-09_12-49-48.jpg,dataset_top12\pedestrian crossing\opened\photo_15_2024-12-09_12-49-48.jpg
4068,6,left,opened,137,127,photo_3_2024-04-25_12-41-12_straight.jpg,dataset_top12\left\opened\photo_3_2024-04-25_12-41-12_straight.jpg
4448,8,right,opened,726,705,photo_10_2024-04-25_12-41-12.jpg,dataset_top12\right\opened\photo_10_2024-04-25_12-41-12.jpg
986,0,pedestrian crossing,closed,4640,3472,IMG_20241029_175755.jpg,dataset_top12\pedestrian crossing\closed\IMG_20241029_175755.jpg
1054,0,pedestrian crossing,closed,960,1280,photo_15_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_15_2024-12-06_22-23-51.jpg
3908,5,maximum speed limit_40,closed,1280,647,photo_66_2024-12-05_22-22-53.jpg,dataset_top12\maximum speed limit_40\closed\photo_66_2024-12-05_22-22-53.jpg
295,0,pedestrian crossing,opened,960,1280,photo_35_2024-12-09_12-49-48.jpg,dataset_top12\pedestrian crossing\opened\photo_35_2024-12-09_12-49-48.jpg
1021,0,pedestrian crossing,closed,960,1280,photo_11_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_11_2024-10-29_09-42-50.jpg
2957,2,tow truck,opened,561,540,photo_95_2024-12-18_02-27-08.jpg,dataset_top12\tow truck\opened\photo_95_2024-12-18_02-27-08.jpg
1364,0,pedestrian crossing,closed,960,1280,photo_46_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_46_2024-10-29_09-42-50.jpg
3514,4,parking place,opened,960,1280,photo_57_2024-12-18_13-00-25.jpg,dataset_top12\parking place\opened\photo_57_2024-12-18_13-00-25.jpg
670,0,pedestrian crossing,opened,960,1280,photo_75_2024-12-18_13-06-32.jpg,dataset_top12\pedestrian crossing\opened\photo_75_2024-12-18_13-06-32.jpg
2034,0,pedestrian crossing,closed,960,1280,photo_87_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_87_2024-12-07_12-48-02.jpg
4698,9,straight,opened,314,333,photo_18_2024-04-25_12-41-12.jpg,dataset_top12\straight\opened\photo_18_2024-04-25_12-41-12.jpg
1544,0,pedestrian crossing,closed,720,1280,photo_5278624148517676535_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676535_y.jpg
3190,3,no stopping,opened,960,1280,photo_90_2024-12-18_02-19-24.jpg,dataset_top12\no stopping\opened\photo_90_2024-12-18_02-19-24.jpg
2213,1,give way,opened,960,1280,photo_29_2024-12-18_13-01-24.jpg,dataset_top12\give way\opened\photo_29_2024-12-18_13-01-24.jpg
2792,2,tow truck,opened,1223,1280,photo_32_2024-12-18_02-27-08.jpg,dataset_top12\tow truck\opened\photo_32_2024-12-18_02-27-08.jpg
829,0,pedestrian crossing,opened,960,1280,photo_93_2024-12-09_12-46-01.jpg,dataset_top12\pedestrian crossing\opened\photo_93_2024-12-09_12-46-01.jpg
4850,10,bus stop,opened,889,892,photo_40_2024-12-09_12-49-48.jpg,dataset_top12\bus stop\opened\photo_40_2024-12-09_12-49-48.jpg
3399,4,parking place,opened,1149,1280,photo_20_2024-12-18_02-27-08.jpg,dataset_top12\parking place\opened\photo_20_2024-12-18_02-27-08.jpg
1505,0,pedestrian crossing,closed,960,1280,photo_5278624148517676400_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676400_y.jpg
3643,4,parking place,closed,720,1280,photo_5278624148517676513_y.jpg,dataset_top12\parking place\closed\photo_5278624148517676513_y.jpg
1210,0,pedestrian crossing,closed,960,1280,photo_30_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_30_2024-12-05_22-23-25.jpg
4820,9,straight,closed,1004,1043,20241102_122433_8.jpg,dataset_top12\straight\closed\20241102_122433_8.jpg
1224,0,pedestrian crossing,closed,960,1280,photo_32_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_32_2024-10-29_09-53-08.jpg
166,0,pedestrian crossing,opened,960,1280,photo_22_2024-12-18_13-05-23.jpg,dataset_top12\pedestrian crossing\opened\photo_22_2024-12-18_13-05-23.jpg
3123,3,no stopping,opened,792,727,photo_57_2024-12-18_12-58-24.jpg,dataset_top12\no stopping\opened\photo_57_2024-12-18_12-58-24.jpg
1304,0,pedestrian crossing,closed,959,1280,photo_40_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_40_2024-10-29_09-42-50.jpg
1959,0,pedestrian crossing,closed,848,1112,photo_80_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_80_2024-10-29_09-53-51.jpg
2837,2,tow truck,opened,621,586,photo_45_2024-12-09_12-49-48.jpg,dataset_top12\tow truck\opened\photo_45_2024-12-09_12-49-48.jpg
2104,0,pedestrian crossing,closed,625,629,photo_94_2024-12-09_12-49-48.jpg,dataset_top12\pedestrian crossing\closed\photo_94_2024-12-09_12-49-48.jpg
973,0,pedestrian crossing,closed,4640,3472,IMG_20241029_174833.jpg,dataset_top12\pedestrian crossing\closed\IMG_20241029_174833.jpg
2329,1,give way,opened,486,487,photo_79_2024-12-19_00-10-31.jpg,dataset_top12\give way\opened\photo_79_2024-12-19_00-10-31.jpg
4969,10,bus stop,closed,960,1280,photo_51_2024-10-29_09-54-21.jpg,dataset_top12\bus stop\closed\photo_51_2024-10-29_09-54-21.jpg
4832,10,bus stop,opened,960,1280,photo_11_2024-12-09_12-49-48.jpg,dataset_top12\bus stop\opened\photo_11_2024-12-09_12-49-48.jpg
4216,7,stop line,opened,960,892,photo_29_2024-12-18_02-11-31.jpg,dataset_top12\stop line\opened\photo_29_2024-12-18_02-11-31.jpg
567,0,pedestrian crossing,opened,1232,1280,photo_65_2024-12-18_02-28-33.jpg,dataset_top12\pedestrian crossing\opened\photo_65_2024-12-18_02-28-33.jpg
306,0,pedestrian crossing,opened,960,1280,photo_36_2024-12-09_12-46-32.jpg,dataset_top12\pedestrian crossing\opened\photo_36_2024-12-09_12-46-32.jpg
1859,0,pedestrian crossing,closed,1125,1280,photo_70_2024-12-07_12-46-52.jpg,dataset_top12\pedestrian crossing\closed\photo_70_2024-12-07_12-46-52.jpg
2747,2,tow truck,opened,743,686,photo_20_2024-12-19_02-00-53.jpg,dataset_top12\tow truck\opened\photo_20_2024-12-19_02-00-53.jpg
1393,0,pedestrian crossing,closed,960,1280,photo_49_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_49_2024-12-05_22-23-25.jpg
1076,0,pedestrian crossing,closed,960,1280,photo_18_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_18_2024-10-29_09-53-08.jpg
3723,5,maximum speed limit_40,opened,764,746,photo_39_2024-12-19_01-58-39.jpg,dataset_top12\maximum speed limit_40\opened\photo_39_2024-12-19_01-58-39.jpg
3848,5,maximum speed limit_40,opened,692,641,photo_98_2024-12-19_02-03-02.jpg,dataset_top12\maximum speed limit_40\opened\photo_98_2024-12-19_02-03-02.jpg
992,0,pedestrian crossing,closed,4640,3472,IMG_20241029_180514.jpg,dataset_top12\pedestrian crossing\closed\IMG_20241029_180514.jpg
12,0,pedestrian crossing,opened,960,1280,photo_10_2024-12-09_12-50-33.jpg,dataset_top12\pedestrian crossing\opened\photo_10_2024-12-09_12-50-33.jpg
2390,1,give way,closed,1307,1253,20241102_121342.jpg,dataset_top12\give way\closed\20241102_121342.jpg
1669,0,pedestrian crossing,closed,960,1280,photo_52_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_52_2024-10-29_09-42-50.jpg
1356,0,pedestrian crossing,closed,1052,1280,photo_45_2024-12-05_22-23-25.jpg,dataset_top12\pedestrian crossing\closed\photo_45_2024-12-05_22-23-25.jpg
4224,7,stop line,opened,881,969,photo_31_2024-12-18_02-11-31.jpg,dataset_top12\stop line\opened\photo_31_2024-12-18_02-11-31.jpg
3465,4,parking place,opened,960,1280,photo_40_2024-12-18_02-25-50.jpg,dataset_top12\parking place\opened\photo_40_2024-12-18_02-25-50.jpg
3545,4,parking place,opened,960,1280,photo_66_2024-12-18_13-06-32.jpg,dataset_top12\parking place\opened\photo_66_2024-12-18_13-06-32.jpg
3219,3,no stopping,closed,4624,3468,20241102_114559.jpg,dataset_top12\no stopping\closed\20241102_114559.jpg
1787,0,pedestrian crossing,closed,960,1280,photo_64_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_64_2024-10-29_09-54-21.jpg
345,0,pedestrian crossing,opened,960,1280,photo_39_2024-12-18_13-03-52.jpg,dataset_top12\pedestrian crossing\opened\photo_39_2024-12-18_13-03-52.jpg
4550,8,right,opened,384,351,photo_42_2024-04-25_12-20-30.jpg,dataset_top12\right\opened\photo_42_2024-04-25_12-20-30.jpg
3993,6,left,opened,309,343,photo_12_2024-04-25_12-20-30.jpg,dataset_top12\left\opened\photo_12_2024-04-25_12-20-30.jpg
1527,0,pedestrian crossing,closed,960,1280,photo_5278624148517676460_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676460_y.jpg
3877,5,maximum speed limit_40,closed,1013,1280,photo_37_2024-12-07_12-48-36.jpg,dataset_top12\maximum speed limit_40\closed\photo_37_2024-12-07_12-48-36.jpg
3034,2,tow truck,closed,1264,1014,photo_8_2024-12-06_22-25-22.jpg,dataset_top12\tow truck\closed\photo_8_2024-12-06_22-25-22.jpg
4215,7,stop line,opened,641,637,photo_29_2024-12-09_12-49-48.jpg,dataset_top12\stop line\opened\photo_29_2024-12-09_12-49-48.jpg
980,0,pedestrian crossing,closed,4640,3472,IMG_20241029_175317.jpg,dataset_top12\pedestrian crossing\closed\IMG_20241029_175317.jpg
2974,2,tow truck,closed,2175,1991,20241102_122129.jpg,dataset_top12\tow truck\closed\20241102_122129.jpg
636,0,pedestrian crossing,opened,960,1280,photo_71_2024-12-18_13-05-23.jpg,dataset_top12\pedestrian crossing\opened\photo_71_2024-12-18_13-05-23.jpg
5085,11,no entry,opened,960,1280,photo_4_2024-12-18_02-17-59.jpg,dataset_top12\no entry\opened\photo_4_2024-12-18_02-17-59.jpg
3586,4,parking place,opened,960,1280,photo_7_2024-12-19_02-00-05.jpg,dataset_top12\parking place\opened\photo_7_2024-12-19_02-00-05.jpg
3056,3,no stopping,opened,960,1280,photo_13_2024-12-18_02-36-53.jpg,dataset_top12\no stopping\opened\photo_13_2024-12-18_02-36-53.jpg
1989,0,pedestrian crossing,closed,960,1130,photo_83_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_83_2024-10-29_09-53-51.jpg
2919,2,tow truck,opened,546,533,photo_77_2024-12-18_13-02-04.jpg,dataset_top12\tow truck\opened\photo_77_2024-12-18_13-02-04.jpg
1426,0,pedestrian crossing,closed,960,1280,photo_51_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_51_2024-10-29_09-42-50.jpg
334,0,pedestrian crossing,opened,960,1068,photo_38_2024-12-18_13-00-25.jpg,dataset_top12\pedestrian crossing\opened\photo_38_2024-12-18_13-00-25.jpg
3957,6,left,opened,822,524,IMG_0790.JPG,dataset_top12\left\opened\IMG_0790.JPG
1042,0,pedestrian crossing,closed,960,1280,photo_14_2024-10-29_09-42-50.jpg,dataset_top12\pedestrian crossing\closed\photo_14_2024-10-29_09-42-50.jpg
3506,4,parking place,opened,960,1280,photo_54_2024-12-18_13-00-25.jpg,dataset_top12\parking place\opened\photo_54_2024-12-18_13-00-25.jpg
4728,9,straight,opened,356,340,photo_35_2024-04-25_12-41-12.jpg,dataset_top12\straight\opened\photo_35_2024-04-25_12-41-12.jpg
873,0,pedestrian crossing,opened,960,1280,photo_98_2024-12-18_12-58-24.jpg,dataset_top12\pedestrian crossing\opened\photo_98_2024-12-18_12-58-24.jpg
4664,9,straight,opened,738,1043,IMG_0819.JPG,dataset_top12\straight\opened\IMG_0819.JPG
4487,8,right,opened,317,303,photo_22_2024-04-25_12-20-30.jpg,dataset_top12\right\opened\photo_22_2024-04-25_12-20-30.jpg
4422,8,right,opened,1163,1711,IMG_0800.JPG,dataset_top12\right\opened\IMG_0800.JPG
5032,11,no entry,opened,960,1280,photo_1_2024-12-18_02-17-59.jpg,dataset_top12\no entry\opened\photo_1_2024-12-18_02-17-59.jpg
3052,3,no stopping,opened,960,1280,photo_12_2024-12-18_02-19-40.jpg,dataset_top12\no stopping\opened\photo_12_2024-12-18_02-19-40.jpg
521,0,pedestrian crossing,opened,960,1280,photo_5_2024-12-18_13-04-36.jpg,dataset_top12\pedestrian crossing\opened\photo_5_2024-12-18_13-04-36.jpg
1926,0,pedestrian crossing,closed,960,1280,photo_77_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_77_2024-12-07_12-48-02.jpg
1520,0,pedestrian crossing,closed,960,1280,photo_5278624148517676442_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676442_y.jpg
1150,0,pedestrian crossing,closed,960,1280,photo_25_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_25_2024-12-05_22-23-10.jpg
4187,7,stop line,opened,810,829,photo_16_2024-12-18_02-11-31.jpg,dataset_top12\stop line\opened\photo_16_2024-12-18_02-11-31.jpg
4639,9,straight,opened,730,699,IMG_0761_5.JPG,dataset_top12\straight\opened\IMG_0761_5.JPG
1296,0,pedestrian crossing,closed,960,1280,photo_3_2024-10-29_09-53-08.jpg,dataset_top12\pedestrian crossing\closed\photo_3_2024-10-29_09-53-08.jpg
2369,1,give way,opened,960,1127,photo_94_2024-12-18_13-05-23.jpg,dataset_top12\give way\opened\photo_94_2024-12-18_13-05-23.jpg
702,0,pedestrian crossing,opened,700,766,photo_79_2024-12-18_02-36-53.jpg,dataset_top12\pedestrian crossing\opened\photo_79_2024-12-18_02-36-53.jpg
3567,4,parking place,opened,960,1280,photo_71_2024-12-19_02-00-05.jpg,dataset_top12\parking place\opened\photo_71_2024-12-19_02-00-05.jpg
3891,5,maximum speed limit_40,closed,1280,1126,photo_54_2024-12-05_22-23-10.jpg,dataset_top12\maximum speed limit_40\closed\photo_54_2024-12-05_22-23-10.jpg
5139,11,no entry,opened,960,1280,photo_85_2024-12-18_13-01-24.jpg,dataset_top12\no entry\opened\photo_85_2024-12-18_13-01-24.jpg
1611,0,pedestrian crossing,closed,720,1280,photo_5278624148517676729_y.jpg,dataset_top12\pedestrian crossing\closed\photo_5278624148517676729_y.jpg
3362,4,parking place,opened,575,559,photo_10_2024-12-19_01-56-44.jpg,dataset_top12\parking place\opened\photo_10_2024-12-19_01-56-44.jpg
3245,3,no stopping,closed,960,1280,photo_12_2024-12-06_22-25-22.jpg,dataset_top12\no stopping\closed\photo_12_2024-12-06_22-25-22.jpg
4903,10,bus stop,closed,960,1280,photo_19_2024-12-09_12-45-24.jpg,dataset_top12\bus stop\closed\photo_19_2024-12-09_12-45-24.jpg
3136,3,no stopping,opened,480,479,photo_66_2024-12-09_12-46-01_1.jpg,dataset_top12\no stopping\opened\photo_66_2024-12-09_12-46-01_1.jpg
178,0,pedestrian crossing,opened,777,780,photo_24_2024-12-09_12-46-01.jpg,dataset_top12\pedestrian crossing\opened\photo_24_2024-12-09_12-46-01.jpg
1366,0,pedestrian crossing,closed,960,1280,photo_46_2024-10-29_09-53-51.jpg,dataset_top12\pedestrian crossing\closed\photo_46_2024-10-29_09-53-51.jpg
1403,0,pedestrian crossing,closed,960,1280,photo_4_2024-10-29_09-54-21.jpg,dataset_top12\pedestrian crossing\closed\photo_4_2024-10-29_09-54-21.jpg
3342,3,no stopping,closed,861,696,photo_8_2024-12-07_12-46-04.jpg,dataset_top12\no stopping\closed\photo_8_2024-12-07_12-46-04.jpg
2309,1,give way,opened,960,1280,photo_71_2024-12-18_13-04-36.jpg,dataset_top12\give way\opened\photo_71_2024-12-18_13-04-36.jpg
100,0,pedestrian crossing,opened,960,1280,photo_17_2024-12-18_13-07-03.jpg,dataset_top12\pedestrian crossing\opened\photo_17_2024-12-18_13-07-03.jpg
1937,0,pedestrian crossing,closed,960,1280,photo_78_2024-12-07_12-48-02.jpg,dataset_top12\pedestrian crossing\closed\photo_78_2024-12-07_12-48-02.jpg
1953,0,pedestrian crossing,closed,960,1280,photo_7_2024-12-06_22-23-51.jpg,dataset_top12\pedestrian crossing\closed\photo_7_2024-12-06_22-23-51.jpg
2500,1,give way,closed,960,1280,photo_29_2024-12-07_12-48-36.jpg,dataset_top12\give way\closed\photo_29_2024-12-07_12-48-36.jpg
811,0,pedestrian crossing,opened,960,1280,photo_91_2024-12-18_13-03-52.jpg,dataset_top12\pedestrian crossing\opened\photo_91_2024-12-18_13-03-52.jpg
4139,6,left,opened,512,507,photo_99_2024-12-06_22-25-52.jpg,dataset_top12\left\opened\photo_99_2024-12-06_22-25-52.jpg
1408,0,pedestrian crossing,closed,960,1280,photo_4_2024-12-07_12-48-36.jpg,dataset_top12\pedestrian crossing\closed\photo_4_2024-12-07_12-48-36.jpg
37,0,pedestrian crossing,opened,960,1280,photo_12_2024-12-18_12-58-24.jpg,dataset_top12\pedestrian crossing\opened\photo_12_2024-12-18_12-58-24.jpg
3364,4,parking place,opened,960,1280,photo_11_2024-12-18_02-17-32.jpg,dataset_top12\parking place\opened\photo_11_2024-12-18_02-17-32.jpg
3199,3,no stopping,opened,960,1280,photo_93_2024-12-18_02-19-24.jpg,dataset_top12\no stopping\opened\photo_93_2024-12-18_02-19-24.jpg
2499,1,give way,closed,1280,891,photo_29_2024-12-05_22-23-10.jpg,dataset_top12\give way\closed\photo_29_2024-12-05_22-23-10.jpg
2202,1,give way,opened,960,1280,photo_25_2024-12-19_02-00-53.jpg,dataset_top12\give way\opened\photo_25_2024-12-19_02-00-53.jpg
1217,0,pedestrian crossing,closed,960,1280,photo_31_2024-12-05_22-23-10.jpg,dataset_top12\pedestrian crossing\closed\photo_31_2024-12-05_22-23-10.jpg
2558,1,give way,closed,411,414,photo_4_2024-12-07_12-51-07.jpg,dataset_top12\give way\closed\photo_4_2024-12-07_12-51-07.jpg
2655,1,give way,closed,960,1280,photo_71_2024-12-06_22-24-57.jpg,dataset_top12\give way\closed\photo_71_2024-12-06_22-24-57.jpg
1027,0,pedestrian crossing,closed,960,1280,photo_11_2024-12-09_12-45-24.jpg,dataset_top12\pedestrian crossing\closed\photo_11_2024-12-09_12-45-24.jpg
